TrainAccuracy,TrainLoss,TestAccuracy,TestLoss,EpochTime,TotalTime
33.3675,1.971516639137268,45.23,1.6544498319079162,22.663355827331543,22.664520263671875
50.544999999999995,1.4715657188415527,56.42,1.2629917749933377,22.81237268447876,45.47702765464783
60.085,1.1782942628860473,61.050000000000004,1.1261787091850475,23.044251203536987,68.52223086357117
66.41749999999999,0.9835738637924194,60.160000000000004,1.1667803347490395,23.236217737197876,91.75855278968811
71.975,0.8287226982116699,66.13,0.9637422474326601,23.40569019317627,115.16434407234192
76.02250000000001,0.7126669063091278,64.13,1.0198032935713506,23.56479835510254,138.72924494743347
79.835,0.6033747506141662,73.02,0.8000987249954491,23.65482807159424,162.384911775589
83.015,0.5078141587018967,69.01,0.934989213563834,23.76684308052063,186.1518793106079
86.24000000000001,0.42134394834041594,72.52,0.8691839615630496,23.856837272644043,210.00882530212402
89.315,0.33688435628414154,68.75,0.9754354579813161,23.928857803344727,233.9377884864807
91.0975,0.28019914716482164,68.43,1.0882747211274069,23.96990418434143,257.90857911109924
94.0325,0.20445785586833953,67.05,1.1802817043984772,24.00505518913269,281.9137508869171
95.545,0.15944168738126754,75.66000000000001,0.7903065640645422,24.066744804382324,305.9806458950043
97.2275,0.10929064163565635,75.59,0.7868210037422788,24.16471815109253,330.14548087120056
98.3575,0.0735888406187296,76.73,0.7432343792763485,24.215126037597656,354.3607189655304
99.27,0.04566360364556313,78.56,0.7167871476738317,24.144737482070923,378.50556349754333
99.775,0.024328713536262512,79.35,0.6974159441176494,24.141706228256226,402.64738512039185
99.91250000000001,0.015662062999233603,81.08999999999999,0.616303176257261,24.1904194355011,426.837929725647
99.955,0.0105446428835392,80.91000000000001,0.6308498063664527,24.13195562362671,450.9699983596802
99.98,0.008040862381458283,80.10000000000001,0.6775032633049473,24.150256395339966,475.12036085128784
99.9875,0.006197585269808769,82.0,0.6113806706704911,24.194300174713135,499.315557718277
99.99749999999999,0.004998570765182376,81.81,0.6157554520922861,24.18625283241272,523.501914024353
100.0,0.004008187310025096,81.6,0.6220908677502043,24.1699538230896,547.6719870567322
99.99,0.004302269763220102,81.76,0.6203120945935037,24.152798652648926,571.8248951435089
100.0,0.0036148390615358948,81.69,0.6176314794333877,24.14448881149292,595.9694926738739
100.0,0.0032869656652212143,81.75,0.615135047655956,24.22615385055542,620.1957471370697
100.0,0.002708278860710561,81.86,0.614319026660008,24.152528524398804,644.3483800888062
100.0,0.002794429427292198,81.95,0.6222692667299016,24.113305807113647,668.4617974758148
100.0,0.002643787768483162,82.03,0.6217085075606207,24.089405298233032,692.5513060092926
100.0,0.002453528692666441,81.89,0.624302432225768,24.141629457473755,716.6930508613586
100.0,0.0021499567688442766,82.09,0.6251117241610388,24.16222620010376,740.8553793430328
100.0,0.0020730641949921846,81.98,0.6227403613412457,24.12755584716797,764.9830527305603
100.0,0.0020129476100206375,81.78,0.6299246175653616,24.14989972114563,789.1330723762512
100.0,0.0019238543448969721,81.88,0.6310499431980643,24.123398303985596,813.2565851211548
100.0,0.0018034915511496365,82.02000000000001,0.6342635959576649,24.168845176696777,837.4255349636078
100.0,0.0017134821825660765,81.85,0.6322245884473157,24.159761667251587,861.5854067802429
100.0,0.0016308052801527083,82.1,0.6300843115065508,24.107325553894043,885.6928446292877
100.0,0.0015298093318007887,81.93,0.6298946142196655,24.129626035690308,909.8225891590118
100.0,0.0013143089533317834,81.95,0.6372426269920008,24.09075665473938,933.9134538173676
100.0,0.0014026598553638905,82.03,0.6354955347480288,24.10578751564026,958.0193457603455
100.0,0.0014207851510029286,81.89999999999999,0.6345659913910422,24.104171752929688,982.1236238479614
100.0,0.0013998637484386564,81.76,0.6406370040717398,24.112945795059204,1006.2366752624512
100.0,0.0012844352452550084,81.92,0.6460433606129543,24.106822967529297,1030.3436136245728
100.0,0.001185560667142272,81.56,0.6419999453292531,24.122822999954224,1054.4665467739105
100.0,0.001229805124970153,81.82000000000001,0.6411539185199009,24.106619119644165,1078.5732626914978
100.0,0.001146777179511264,81.84,0.6391391907907595,24.098487854003906,1102.6718542575836
100.0,0.0011350141290109605,81.96,0.6399848081503704,24.1110577583313,1126.783017873764
100.0,0.0011004388710018247,81.89999999999999,0.6490731313350094,24.10777497291565,1150.8909108638763
100.0,0.001067079255497083,81.78,0.645974749022988,24.11203622817993,1175.0030691623688
100.0,0.001108600245602429,82.07,0.6460420265319241,24.12298822402954,1199.1261653900146
100.0,0.001016426414437592,81.73,0.6463578615788441,24.107151746749878,1223.2334260940552
100.0,0.0009978333703707903,81.98,0.646003396647751,24.097748279571533,1247.331975221634
100.0,0.0009605487387627363,81.77,0.6520271646748682,24.097799062728882,1271.4306418895721
100.0,0.0010216558156535029,81.83,0.6560707806022303,24.078139781951904,1295.5098683834076
100.0,0.0009235813902225345,81.94,0.6449456203515362,24.109716415405273,1319.620442390442
100.0,0.0008752564236987382,81.67,0.6551174179763551,24.092111349105835,1343.7134194374084
100.0,0.0008566330856876448,81.84,0.6490113473242256,24.11446762084961,1367.8279914855957
100.0,0.0009032351319445297,81.8,0.6504562612931439,24.103267908096313,1391.9321825504303
100.0,0.000859829313470982,81.69999999999999,0.6582870811793455,24.11280918121338,1416.0459144115448
100.0,0.0008114762322511524,81.64,0.6499577144718474,24.1221821308136,1440.1689853668213
100.0,0.0008448440433712676,81.71000000000001,0.6495390722326412,24.095494985580444,1464.2646124362946
100.0,0.0007824417000636459,81.61,0.653397124853863,24.119966983795166,1488.3855044841766
100.0,0.0007902161076897756,81.61,0.6522095634299478,24.091106176376343,1512.4775278568268
100.0,0.000794034111732617,81.77,0.6524559380901847,24.11571741104126,1536.5944299697876
